0,-1.430932,-2.070445,1.200000,0.918413,-1.534802,-1.651516,0.711893,-1.097619,-0.929790,0.844858,-0.652546,-0.387888,1.142477,0.631206,-0.435401,1.316928,1.086088,-0.986603,1.059158,1.575528,-1.681765,0.843121,0.902444,-1.456593,0.758693,3.077977,-1.612203,5.677487,-10.886598,-0.455338,5.644025,-1.792164,11.827196,-25.259734,14.571139,-1.039596,0.729166
0,-1.424691,-2.080139,1.200000,0.902924,-1.534802,-1.651516,0.711893,-1.097619,-0.929790,0.844858,-0.652546,-0.387888,1.142477,0.631206,-0.435401,1.316928,1.086088,-0.986603,1.059158,1.575528,-1.681765,0.843121,0.902444,-1.456593,0.758693,3.077977,-1.612203,5.677487,-10.886598,-0.455338,5.644025,-1.792164,11.827196,-25.259734,14.571139,-1.039596,0.729166
0,-1.433742,-2.066630,1.200000,0.921880,-1.534802,-1.651516,0.711893,-1.097619,-0.929790,0.844858,-0.652546,-0.387888,1.142477,0.631206,-0.435401,1.316928,1.086088,-0.986603,1.059158,1.575528,-1.681765,0.843121,0.902444,-1.456593,0.758693,3.077977,-1.612203,5.677487,-10.886598,-0.455338,5.644025,-1.792164,11.827196,-25.259734,14.571139,-1.039596,0.729166
0,-1.439722,-2.062345,1.200000,0.915066,-1.534802,-1.651516,0.711893,-1.097619,-0.929790,0.844858,-0.652546,-0.387888,1.142477,0.631206,-0.435401,1.316928,1.086088,-0.986603,1.059158,1.575528,-1.681765,0.843121,0.902444,-1.456593,0.758693,3.077977,-1.612203,5.677487,-10.886598,-0.455338,5.644025,-1.792164,11.827196,-25.259734,14.571139,-1.039596,0.729166
0,-1.431093,-2.064848,1.200000,0.936057,-1.534802,-1.651516,0.711893,-1.097619,-0.929790,0.844858,-0.652546,-0.387888,1.142477,0.631206,-0.435401,1.316928,1.086088,-0.986603,1.059158,1.575528,-1.681765,0.843121,0.902444,-1.456593,0.758693,3.077977,-1.612203,5.677487,-10.886598,-0.455338,5.644025,-1.792164,11.827196,-25.259734,14.571139,-1.039596,0.729166
1,-1.960895,-0.880458,1.200000,0.899601,-2.165104,-1.832982,1.012960,-1.499539,-1.079870,0.999559,-0.859422,-0.496687,1.180436,0.893488,-0.562485,1.302158,1.437889,-1.160102,1.102606,1.925215,-1.880369,0.940225,-0.808974,1.204889,-1.116916,5.016532,-2.289838,7.511675,-14.405898,1.196745,5.662648,-1.975074,10.273195,-22.598208,14.332687,-2.134251,1.057708
1,-1.977508,-0.878710,1.200000,0.892394,-2.165104,-1.832982,1.012960,-1.499539,-1.079870,0.999559,-0.859422,-0.496687,1.180436,0.893488,-0.562485,1.302158,1.437889,-1.160102,1.102606,1.925215,-1.880369,0.940225,-0.808974,1.204889,-1.116916,5.016532,-2.289838,7.511675,-14.405898,1.196745,5.662648,-1.975074,10.273195,-22.598208,14.332687,-2.134251,1.057708
1,-1.965146,-0.883564,1.200000,0.888226,-2.165104,-1.832982,1.012960,-1.499539,-1.079870,0.999559,-0.859422,-0.496687,1.180436,0.893488,-0.562485,1.302158,1.437889,-1.160102,1.102606,1.925215,-1.880369,0.940225,-0.808974,1.204889,-1.116916,5.016532,-2.289838,7.511675,-14.405898,1.196745,5.662648,-1.975074,10.273195,-22.598208,14.332687,-2.134251,1.057708
1,-1.956075,-0.867698,1.200000,0.874869,-2.165104,-1.832982,1.012960,-1.499539,-1.079870,0.999559,-0.859422,-0.496687,1.180436,0.893488,-0.562485,1.302158,1.437889,-1.160102,1.102606,1.925215,-1.880369,0.940225,-0.808974,1.204889,-1.116916,5.016532,-2.289838,7.511675,-14.405898,1.196745,5.662648,-1.975074,10.273195,-22.598208,14.332687,-2.134251,1.057708
1,-1.956717,-0.863592,1.200000,0.896804,-2.165104,-1.832982,1.012960,-1.499539,-1.079870,0.999559,-0.859422,-0.496687,1.180436,0.893488,-0.562485,1.302158,1.437889,-1.160102,1.102606,1.925215,-1.880369,0.940225,-0.808974,1.204889,-1.116916,5.016532,-2.289838,7.511675,-14.405898,1.196745,5.662648,-1.975074,10.273195,-22.598208,14.332687,-2.134251,1.057708
2,-0.212972,2.642053,1.200000,0.592654,-1.664233,-1.293054,0.795366,-1.233212,-0.893827,0.948604,-0.746863,-0.457861,1.184006,0.799078,-0.035906,1.468822,1.412427,-0.141498,1.376631,2.137686,-0.148526,1.285869,2.465551,-4.192156,3.069639,2.676998,-1.733012,9.942687,-19.077942,8.508823,1.850880,-1.344350,6.056506,-13.167402,7.517938,0.083576,0.788781
2,-0.206641,2.628573,1.200000,0.616739,-1.664233,-1.293054,0.795366,-1.233212,-0.893827,0.948604,-0.746863,-0.457861,1.184006,0.799078,-0.035906,1.468822,1.412427,-0.141498,1.376631,2.137686,-0.148526,1.285869,2.465551,-4.192156,3.069639,2.676998,-1.733012,9.942687,-19.077942,8.508823,1.850880,-1.344350,6.056506,-13.167402,7.517938,0.083576,0.788781
2,-0.220550,2.644671,1.200000,0.584870,-1.664233,-1.293054,0.795366,-1.233212,-0.893827,0.948604,-0.746863,-0.457861,1.184006,0.799078,-0.035906,1.468822,1.412427,-0.141498,1.376631,2.137686,-0.148526,1.285869,2.465551,-4.192156,3.069639,2.676998,-1.733012,9.942687,-19.077942,8.508823,1.850880,-1.344350,6.056506,-13.167402,7.517938,0.083576,0.788781
2,-0.218697,2.637478,1.200000,0.590262,-1.664233,-1.293054,0.795366,-1.233212,-0.893827,0.948604,-0.746863,-0.457861,1.184006,0.799078,-0.035906,1.468822,1.412427,-0.141498,1.376631,2.137686,-0.148526,1.285869,2.465551,-4.192156,3.069639,2.676998,-1.733012,9.942687,-19.077942,8.508823,1.850880,-1.344350,6.056506,-13.167402,7.517938,0.083576,0.788781
2,-0.198029,2.648701,1.200000,0.588822,-1.664233,-1.293054,0.795366,-1.233212,-0.893827,0.948604,-0.746863,-0.457861,1.184006,0.799078,-0.035906,1.468822,1.412427,-0.141498,1.376631,2.137686,-0.148526,1.285869,2.465551,-4.192156,3.069639,2.676998,-1.733012,9.942687,-19.077942,8.508823,1.850880,-1.344350,6.056506,-13.167402,7.517938,0.083576,0.788781
3,-0.941277,2.582991,1.200000,0.385676,-1.388006,-0.348226,1.180990,-0.822040,-0.194771,1.254698,-0.448008,-0.041248,1.324421,0.266038,-0.351240,1.424757,0.621755,-0.638402,1.452331,1.152132,-0.803505,1.519381,-0.190592,5.168876,-7.561997,5.374242,-1.517717,8.380644,-15.168079,5.909947,0.437083,-0.362613,1.375689,-2.183785,0.715257,0.462874,1.169005
3,-0.951281,2.595474,1.200000,0.406700,-1.388006,-0.348226,1.180990,-0.822040,-0.194771,1.254698,-0.448008,-0.041248,1.324421,0.266038,-0.351240,1.424757,0.621755,-0.638402,1.452331,1.152132,-0.803505,1.519381,-0.190592,5.168876,-7.561997,5.374242,-1.517717,8.380644,-15.168079,5.909947,0.437083,-0.362613,1.375689,-2.183785,0.715257,0.462874,1.169005
3,-0.937338,2.583247,1.200000,0.359958,-1.388006,-0.348226,1.180990,-0.822040,-0.194771,1.254698,-0.448008,-0.041248,1.324421,0.266038,-0.351240,1.424757,0.621755,-0.638402,1.452331,1.152132,-0.803505,1.519381,-0.190592,5.168876,-7.561997,5.374242,-1.517717,8.380644,-15.168079,5.909947,0.437083,-0.362613,1.375689,-2.183785,0.715257,0.462874,1.169005
3,-0.937513,2.595669,1.200000,0.386986,-1.388006,-0.348226,1.180990,-0.822040,-0.194771,1.254698,-0.448008,-0.041248,1.324421,0.266038,-0.351240,1.424757,0.621755,-0.638402,1.452331,1.152132,-0.803505,1.519381,-0.190592,5.168876,-7.561997,5.374242,-1.517717,8.380644,-15.168079,5.909947,0.437083,-0.362613,1.375689,-2.183785,0.715257,0.462874,1.169005
3,-0.940350,2.589001,1.200000,0.409356,-1.388006,-0.348226,1.180990,-0.822040,-0.194771,1.254698,-0.448008,-0.041248,1.324421,0.266038,-0.351240,1.424757,0.621755,-0.638402,1.452331,1.152132,-0.803505,1.519381,-0.190592,5.168876,-7.561997,5.374242,-1.517717,8.380644,-15.168079,5.909947,0.437083,-0.362613,1.375689,-2.183785,0.715257,0.462874,1.169005
4,-1.671673,0.538777,1.200000,0.532963,-1.928981,-0.915537,0.825564,-1.417100,-0.681926,0.954680,-0.833024,-0.360462,1.171923,1.039161,-0.054672,1.427579,1.721181,-0.149283,1.336276,2.443118,-0.130528,1.256631,1.494903,-3.411368,3.307244,3.201155,-2.011024,9.984033,-19.634876,10.124777,0.360513,-0.930575,6.211999,-13.422702,7.772572,-0.132458,0.824225
4,-1.665487,0.539625,1.200000,0.512911,-1.928981,-0.915537,0.825564,-1.417100,-0.681926,0.954680,-0.833024,-0.360462,1.171923,1.039161,-0.054672,1.427579,1.721181,-0.149283,1.336276,2.443118,-0.130528,1.256631,1.494903,-3.411368,3.307244,3.201155,-2.011024,9.984033,-19.634876,10.124777,0.360513,-0.930575,6.211999,-13.422702,7.772572,-0.132458,0.824225
